FID,OBJECTID,SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ALT_NAME,AgncyJuris,Shape_STAr,Shape_STLe,ShapeSTAre,ShapeSTLen,PARK_ID,REGION,TC_ID,Shape_Leng,OBJECTID_1,TC_ID_1,VALUE_0,TC_E_A,TC_Pv_A,TC_Land_A,TC_Pi_A,TC_P_A,TC_E_P,TC_Pv_P,TC_P_P,TC_Pi_P,OBJECTID_2,TC_ID_12,Total_A,Can_A,Grass_A,Soil_A,Water_A,Build_A,Road_A,Paved_A,Perv_A,Imperv_A,Can_P,Grass_P,Soil_P,Water_P,Build_P,Road_P,Paved_P,Perv_P,Imperv_P,Shape__Area,Shape__Length
346,8171,Richmond & North Streets Park I,MassDOT,BPRD License,3,Central Boston,0.09, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,N,X,Richmond Street Play Area,MassDOT,0,0,4137.6340332,450.998622515, ,INFO_Reallocation From Dept,8171,450.99862244,338,8171,0,1243,335,4134,2408,2743,30.0677310111,8.10353168844,66.3522012579,58.2486695694,338,8171,4134,1243,335,0,0,119,29,2408,1578,2556,30.0677310111,8.10353168844,0,0,2.87856797291,0.701499758104,58.2486695694,38.1712626996,61.8287373004,4137.6337890625,450.998622445844
347,8172,Nashua Street Park,Commonwealth of Massachusetts,A97/Ch91/WPA,2,Central Boston,2.03353691, ,Open Space District,"Parkways, Reservations & Beaches",DCR, ,X,X,New Charles River Reservation, ,0,0,88582.4436035,1848.82809151, ,INFO_Reallocation From Dept,8172,1848.82809152,339,8172,0,49633,17866,88082,20551,38417,56.348629686,20.2833723122,43.6150405304,23.3316682183,339,8172,88588,49633,17866,0,506,0,32,20551,68005,20583,56.0267756355,20.1675170452,0,0.571183455999,0,0.0361222738971,23.1984015894,76.7654761367,23.2345238633,88582.4440917969,1848.82809150211
348,8173,Crittenton Hospital,Private, ,6,Allston-Brighton,2.92656298, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,NULL, ,N, , , ,0,0,127483.349609,1673.77889248, ,INFO_Reallocation From Dept,8173,1673.7788925,340,8173,0,124314,1538,127490,77,1615,97.5088242215,1.20636912699,1.26676602086,0.060396893874,340,8173,127490,124314,1538,0,0,85,1476,77,125852,1638,97.5088242215,1.20636912699,0,0,0.066671895835,1.15773786179,0.060396893874,98.7151933485,1.2848066515,127483.349609375,1673.77889250153
349,8174,Chestnut Hill Reservoir,Commonwealth of Massachusetts,"A97,/NRHP/WPA",2,Allston-Brighton,115.80233177, ,Open Space District,"Parkways, Reservations & Beaches",DCR, ,X,X, , ,0,0,5044439.25049,20198.080068, ,INFO_Reallocation From Dept,8174,20198.0800679,341,8174,2,926800,266465,1353575,147272,413737,68.47053174,19.6860166596,30.56624125,10.8802245904,341,8174,5039070,926800,266465,15,3685495,3488,9550,147257,4878775,160295,18.392282703,5.28797972642,0.000297673975555,73.1383965692,0.0692191217824,0.18951909777,2.92230510789,96.8189566726,3.18104332744,5044439.25366211,20198.0800679798
350,8175,Commonwealth Avenue Outbound,City of Boston, ,1,Allston-Brighton,5.52780408, ,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X, ,BPWD,0,0,240795.420898,35569.1192457, ,PARK_Maintenance_Ground Maintenance,8175,35569.1192454,342,8175,0,82319,91137,240832,55700,146837,34.1810888918,37.8425624502,60.970718177,23.1281557268,342,8175,240832,82319,91137,0,0,0,11676,55700,173456,67376,34.1810888918,37.8425624502,0,0,0,4.84819293117,23.1281557268,72.023651342,27.976348658,240795.421630859,35569.119245361
351,8176,Mount St. Joseph's Athletic Fields,Private, ,6,Allston-Brighton,4.19149009, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,NULL, ,N, , , ,0,0,156605.479492,1909.54747852, ,INFO_Reallocation From Dept,8176,1909.54747848,343,8176,0,53099,75323,156617,26357,101680,33.9037269262,48.0937573827,64.9227095398,16.8289521572,343,8176,156617,53099,75323,6149,0,1680,158,20208,134571,22046,33.9037269262,48.0937573827,3.92613828639,0,1.07268048807,0.100883045902,12.9028138708,85.9236225952,14.0763774048,156605.479248047,1909.54747844229
352,8177,Penniman Road Play Area,City of Boston,A97,3,Allston-Brighton,0.7600167,25 Penniman Road,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,Penniman-Hano Play Area, ,0,0,40176.2607422,973.852337576,234,PARK_Maintenance_Region 4,8177,973.85233763,344,8177,0,9242,10995,40173,17048,28043,23.0055012073,27.3691285192,69.8055908197,42.4364623006,344,8177,40173,9242,10995,0,0,16,2872,17048,20237,19936,23.0055012073,27.3691285192,0,0,0.0398277450029,7.14908022801,42.4364623006,50.3746297264,49.6253702736,40176.2612304688,973.852337619672
353,8178,O'Day Playground,City of Boston,A97,3,South End,0.71765517,"West Newton, San Juan, & Aquadilla Sts.",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,31261.6152344,713.823213511,219,PARK_Maintenance_Region 6,8178,713.823213496,345,8178,1,17230,571,31263,13198,13769,55.1130729616,1.82644020088,44.042478329,42.2160381281,345,8178,31263,17230,571,0,0,264,0,13198,17801,13462,55.1130729616,1.82644020088,0,0,0.844448709337,0,42.2160381281,56.9395131625,43.0604868375,31261.6149902344,713.823213473416
354,8179,Fan Pier Plaza,United States of America,Ch91/WPA,1,South Boston,2.36,12 Northern Avenue,Special District,"Malls, Squares & Plazas",NULL, ,N,X,Courthouse Plaza, ,0,0,102943.765137,2027.35140651, ,INFO_Reallocation From Dept,8179,2027.35140647,346,8179,1152,35954,24561,100355,38511,63072,35.8268148074,24.4741168851,62.8488864531,38.374769568,346,8179,101791,35954,24561,0,1436,1329,0,38511,61951,39840,35.3213938364,24.1288522561,0,1.41073375839,1.3056164101,0,37.833403739,60.8609798509,39.1390201491,102943.763427734,2027.35140649698
355,8180,Children's Wharf Harborwalk,Private,A97/Ch91/WPA,1,South Boston,0.23,308 Congress Street,Industrial District,"Malls, Squares & Plazas",BPRD,Private,X,X, , ,0,0,9933.59863281,768.742511439,334,INFO_Reallocation From Dept,8180,768.742503617,347,8180,0,465,109,9933,9359,9468,4.68136514648,1.09735226014,95.3186348535,94.2212825934,347,8180,9933,465,109,0,0,0,0,9359,574,9359,4.68136514648,1.09735226014,0,0,0,0,94.2212825934,5.77871740662,94.2212825934,9933.58422851563,768.742503616445
356,8181,Martin's Park,City of Boston,A97/Ch91/WPA,3,South Boston,1.12,64 Sleeper St,Industrial District,"Parks, Playgrounds & Athletic Fields",BPRD,Private,X,X, ,BPRD,0,0,48840.340332,1031.78159154,333,INFO_Reallocation From Dept,8181,1031.78187581,348,8181,0,3708,25052,48838,20078,45130,7.59244850321,51.2961218723,92.4075514968,41.1114296245,348,8181,48838,3708,25052,0,0,0,0,20078,28760,20078,7.59244850321,51.2961218723,0,0,0,0,41.1114296245,58.8885703755,41.1114296245,48840.3432617188,1031.78187579401
357,8182,Emanuel College Grounds,Private, ,1,Fenway/Kenmore,3.62166311, ,Institutional District,"Malls, Squares & Plazas",NULL, ,N, , , ,0,0,139656.169678,3059.85078545, ,INFO_Reallocation From Dept,8182,3059.85078547,349,8182,0,24618,41900,139646,38110,80010,17.6288615499,30.0044397978,57.2948741819,27.2904343841,349,8182,139646,24618,41900,0,0,32921,2097,38110,66518,73128,17.6288615499,30.0044397978,0,0,23.5746100855,1.50165418272,27.2904343841,47.6333013477,52.3666986523,139656.169189453,3059.85078546446
358,8183,Christian Science Plaza,Private, ,1,Fenway/Kenmore,9.91998231, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,432122.112305,6100.2399722, ,INFO_Reallocation From Dept,8183,6100.2399721,350,8183,0,68895,43035,432116,284992,328027,15.9436355053,9.95913134436,75.9117922039,65.9526608596,350,8183,432116,68895,43035,0,0,15315,19879,284992,111930,320186,15.9436355053,9.95913134436,0,0,3.54418720899,4.60038508178,65.9526608596,25.9027668496,74.0972331504,432122.11328125,6100.23997206999
359,8184,Harcourt/West Canton Garden,MBTA,NULL,5,Back Bay/Beacon Hill,0.05094606, ,Open Space District,Community Gardens,NULL,DCR,N,N, ,DCR,0,0,3410.99584961,262.951443015, ,INFO_Reallocation From Dept,8184,262.951442993,351,8184,0,721,2316,3411,139,2455,21.1374963354,67.8979771328,71.9730284374,4.0750513046,351,8184,3411,721,2316,0,0,217,18,139,3037,374,21.1374963354,67.8979771328,0,0,6.36177074172,0.527704485488,4.0750513046,89.0354734682,10.9645265318,3410.99560546875,262.951442994373
360,8185,Braddock Park,City of Boston,A97,1,South End,0.09217966,27 Braddock Park,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Berwick Park,BPRD,0,0,4015.41772461,562.013151666,029,PARK_Maintenance_Region 6,8185,562.013151644,352,8185,0,3725,231,4020,0,231,92.6616915423,5.74626865672,5.74626865672,0,352,8185,4020,3725,231,0,0,0,64,0,3956,64,92.6616915423,5.74626865672,0,0,0,1.592039801,0,98.407960199,1.592039801,4015.41967773438,562.013151631203
361,8186,Jenney Plaza,Private, ,1,Central Boston,0.12596551, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,5487.15454102,354.026899653, ,INFO_Reallocation From Dept,8186,354.026899651,353,8186,0,3707,0,5484,1622,1622,67.5966447848,0,29.5769511306,29.5769511306,353,8186,5484,3707,0,0,0,155,0,1622,3707,1777,67.5966447848,0,0,0,2.82640408461,0,29.5769511306,67.5966447848,32.4033552152,5487.15454101563,354.026899665483
362,8187,Grain Exchange Plaza,City of Boston, ,1,Central Boston,0.05182403, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X, ,PWD,0,0,2257.49414062,274.036816556, ,INFO_Reallocation From Dept,8187,274.03681662,354,8187,0,451,112,2258,1509,1621,19.9734278122,4.96014171833,71.789193977,66.8290522586,354,8187,2258,451,112,0,0,186,0,1509,563,1695,19.9734278122,4.96014171833,0,0,8.23737821081,0,66.8290522586,24.9335695306,75.0664304694,2257.49560546875,274.03681663168
363,8188,Reggie Wong Park,MassDOT, ,3,Central Boston,0.34,Opposite 144 Kneeland Str.,Special District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X,Pagoda Park,MassDOT,0,0,14674.0632324,471.632837937, ,INFO_Reallocation From Dept,8188,471.63283792,355,8188,0,2504,1461,14669,10704,12165,17.0700115891,9.95977912605,82.9299884109,72.9702092849,355,8188,14669,2504,1461,0,0,0,0,10704,3965,10704,17.0700115891,9.95977912605,0,0,0,0,72.9702092849,27.0297907151,72.9702092849,14674.0639648438,471.632837925018
364,8189,Massachusetts Avenue Malls,City of Boston, ,1,South End,0.43492921,Between 525 & 565 Mass. Ave.,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,18945.8520508,4815.74725003, ,PARK_Maintenance_Region 1,8189,4815.74724999,356,8189,2,0,596,18941,9094,9690,0,3.1466131672,51.1588617285,48.0122485613,356,8189,18941,0,596,0,0,0,9251,9094,596,18345,0,3.1466131672,0,0,0,48.8411382715,48.0122485613,3.1466131672,96.8533868328,18945.8549804688,4815.74725001129
365,8190,United Nbhd of Lower Roxbury CG,Commonwealth of Massachusetts, ,5,South End,0.27680273, ,Residential District,Community Gardens,NULL, ,N, , , ,0,0,12489.2197266,514.323502007, ,INFO_Reallocation From Dept,8190,514.323501991,357,8190,0,4446,7610,12494,245,7855,35.5850808388,60.9092364335,62.8701776853,1.9609412518,357,8190,12494,4446,7610,0,0,193,0,245,12056,438,35.5850808388,60.9092364335,0,0,1.54474147591,0,1.9609412518,96.4943172723,3.50568272771,12489.2197265625,514.323501990537
366,8191,Lewis Mall,BHA, ,1,East Boston,1.27120513, ,Open Space District,"Malls, Squares & Plazas",NULL,BHA,N,X, , ,0,0,57725.0024414,1694.13613238, ,INFO_Reallocation From Dept,8191,1694.13613245,358,8191,0,20415,6278,57723,7799,14077,35.3671846578,10.8760805918,24.3871593646,13.5110787728,358,8191,57723,20415,6278,0,0,1932,21299,7799,26693,31030,35.3671846578,10.8760805918,0,0,3.34701938569,36.898636592,13.5110787728,46.2432652496,53.7567347504,57725.0026855469,1694.13613248871
367,8192,Scarmella/Maverick Square,Commonwealth of Massachusetts, ,1,East Boston,0.39870423, ,Open Space District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,17367.8635254,1019.14936729, ,INFO_Reallocation From Dept,8192,1019.14936735,359,8192,0,345,48,17386,6039,6087,1.98435522834,0.276084205683,35.0109283331,34.7348441275,359,8192,17386,345,48,0,0,3075,7879,6039,393,16993,1.98435522834,0.276084205683,0,0,17.6866444266,45.318072012,34.7348441275,2.26043943403,97.739560566,17367.8664550781,1019.14936733031
368,8193,Veterans Park I,MassDOT, ,3,East Boston,0.37,Corner of Decatur and London Sts,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X,London & Decatur Sts Park I, ,0,0,16020.380127,618.90563064, ,INFO_Reallocation From Dept,8193,618.905630625,360,8193,0,10013,5273,16022,722,5995,62.4953189365,32.9109973786,37.4173012108,4.50630383223,360,8193,16022,10013,5273,0,0,0,14,722,15286,736,62.4953189365,32.9109973786,0,0,0,0.0873798527025,4.50630383223,95.4063163151,4.59368368493,16020.3801269531,618.905630630587
369,8194,Veterans Park II,City of Boston,A97,3,East Boston,0.2,76-84 London Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,London & Decatur St Park II, ,0,0,8662.45361328,376.583680586,342,INFO_Reallocation From Dept,8194,376.58368055,361,8194,0,1680,6687,8663,296,6983,19.3928200392,77.1903497634,80.6071799608,3.41683019739,361,8194,8663,1680,6687,0,0,0,0,296,8367,296,19.3928200392,77.1903497634,0,0,0,0,3.41683019739,96.5831698026,3.41683019739,8662.45361328125,376.583680570435
370,8195,Decatur & Meridian Streets Park,MassDOT, ,3,East Boston,0.2, ,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, , ,0,0,8877.37524414,616.35261305, ,INFO_Reallocation From Dept,8195,616.352613006,362,8195,0,6739,1175,8881,808,1983,75.8810944713,13.2304920617,22.3285666029,9.09807454116,362,8195,8881,6739,1175,0,0,99,60,808,7914,967,75.8810944713,13.2304920617,0,0,1.11473933116,0.67559959464,9.09807454116,89.111586533,10.888413467,8877.37475585938,616.35261300529
371,8196,East Boston Piers Park,Massport,Statute,3,East Boston,6.79, ,Open Space District,"Parks, Playgrounds & Athletic Fields",Commonwealth of Massachusetts,Massport,N,X,Piers Park,Massport,0,0,295804.527832,3637.08968558, ,INFO_Reallocation From Dept,8196,3637.08968556,363,8196,15595,122165,80283,280220,71777,152060,43.5961030619,28.6499892941,54.2645064592,25.6145171651,363,8196,280220,122165,80283,0,0,5995,0,71777,202448,77772,43.5961030619,28.6499892941,0,0,2.13939047891,0,25.6145171651,72.246092356,27.753907644,295804.528808594,3637.08968556948
372,8197,Sullivan Square,City of Boston, ,1,Charlestown,1.62052496, ,Residential District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,70591.3222656,1978.60220688, ,INFO_Reallocation From Dept,8197,1978.60220684,364,8197,1,26497,20255,70587,21438,41693,37.538073583,28.6950854973,59.0661169904,30.3710314931,364,8197,70587,26497,20255,0,0,0,2397,21438,46752,23835,37.538073583,28.6950854973,0,0,0,3.39580942666,30.3710314931,66.2331590803,33.7668409197,70591.3229980469,1978.60220689407
373,8198,Caldwell Street Play Area,City of Boston,A97,3,Charlestown,0.11285785,Adjacent to 13 Caldwell,Industrial District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,5554.73730469,305.966729967,040,PARK_Maintenance_Region 1,8198,305.966730013,365,8198,0,2945,1558,5557,1054,2612,52.9962209825,28.0367104553,47.0037790175,18.9670685622,365,8198,5557,2945,1558,0,0,0,0,1054,4503,1054,52.9962209825,28.0367104553,0,0,0,0,18.9670685622,81.0329314378,18.9670685622,5554.7373046875,305.96672999309
374,8199,L Street Beach,City of Boston,A97/Ch91/WPA,2,South Boston,5.57101615, ,Open Space District,"Parkways, Reservations & Beaches",BPRD, ,X,X, , ,0,0,242677.779053,2872.00321262,173,INFO_Reallocation From Dept,8199,2872.00321259,366,8199,125,7286,17402,211188,121806,139208,3.45000662916,8.24005151808,65.9166240506,57.6765725325,366,8199,242559,7286,17402,119224,31371,64214,480,2582,175283,67276,3.00380525975,7.17433696544,49.1525773111,12.9333481751,26.4735590104,0.197889997897,1.06448328036,72.2640677114,27.7359322886,242677.778076172,2872.00321258091
375,8200,M Street Beach,Commonwealth of Massachusetts,A97,2,South Boston,4.40267291, ,Open Space District,"Parkways, Reservations & Beaches",DCR, ,X,X, , ,0,0,191783.842529,4674.62315432, ,INFO_Reallocation From Dept,8200,4674.62315428,367,8200,94,34788,30165,191166,109653,139818,18.1977966793,15.7794796146,73.139575029,57.3600954145,367,8200,191651,34788,30165,102495,485,226,16334,7158,167933,23718,18.1517445774,15.7395474065,53.4800235845,0.253064163506,0.117922682376,8.52278360144,3.73491398427,87.6243797319,12.3756202681,191783.842041016,4674.6231542588
376,8201,Stonehill Park,City of Boston,A97,3,Hyde Park,0.31754052,2-16 Raldne St.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,Coast Guard Park, ,0,0,15923.8787842,555.378646557,295,PARK_Maintenance_Region 4,8201,555.378646562,368,8201,0,11810,830,15928,3288,4118,74.1461577097,5.21094927172,25.8538422903,20.6428930186,368,8201,15928,11810,830,0,0,0,0,3288,12640,3288,74.1461577097,5.21094927172,0,0,0,0,20.6428930186,79.3571069814,20.6428930186,15923.8786621094,555.378646553597
377,8202,Strandway/Castle Island,Commonwealth of Massachusetts,A97,2,South Boston,47.69946623, ,Open Space District,"Parkways, Reservations & Beaches",DCR, ,X,X,"Fort Independence; Pleasure Ba", ,0,0,2077825.68457,24033.1949897, ,INFO_Reallocation From Dept,8202,24033.1949897,369,8202,1303,227010,560111,2025788,1020882,1580993,11.2060097108,27.6490432365,78.04335893,50.3943156934,369,8202,2076508,227010,560111,519757,50720,104564,113221,501125,1357598,718910,10.9322959507,26.9736981509,25.0303393967,2.44256222466,5.03556933082,5.45247116794,24.1330637782,65.378895723,34.621104277,2077825.68945313,24033.1949896735
378,8203,Marine Park,Commonwealth of Massachusetts,A97,2,South Boston,17.19998118, ,Open Space District,"Parkways, Reservations & Beaches",DCR, ,X,X, , ,0,0,749244.502197,5430.67588223, ,INFO_Reallocation From Dept,8203,5430.67588226,370,8203,1,282175,350985,749209,66584,417569,37.6630553023,46.8474084001,55.7346481422,8.88723974218,370,8203,749209,282175,350985,32007,0,47470,1995,34577,665167,84042,37.6630553023,46.8474084001,4.27210564742,0,6.33601571791,0.266280837523,4.61513409476,88.7825693498,11.2174306502,749244.500732422,5430.67588228488
379,8204,UMass Harborwalk,Commonwealth of Massachusetts,Ch91/WPA,2,Dorchester,13.08531362, ,Institutional District,"Parkways, Reservations & Beaches",NULL, ,N,X, , ,0,0,570006.394043,10017.6926556, ,INFO_Reallocation From Dept,8204,10017.6926557,371,8204,214,67587,289652,560101,194037,483689,12.0669307857,51.7142443952,86.3574605294,34.6432161342,371,8204,569800,67587,289652,0,9699,6539,2286,194037,366938,202862,11.8615303615,50.833976834,0,1.70217620218,1.1475956476,0.401193401193,34.0535275535,64.3976833977,35.6023166023,570006.395263672,10017.6926556889
380,8205,Malibu Beach,Commonwealth of Massachusetts,A97,2,Dorchester,26.11747726, ,Open Space District,"Parkways, Reservations & Beaches",DCR, ,X,X, , ,0,0,1137697.53735,13699.2963765, ,INFO_Reallocation From Dept,8205,13699.2963764,372,8205,5305,159893,347318,1125687,584429,931747,14.2040371791,30.8538696814,82.7714098146,51.9175401333,372,8205,1132371,159893,347318,316872,6684,24372,9675,267557,830767,301604,14.1201955896,30.6717498064,27.9830550235,0.590265911084,2.15229814257,0.854401958369,23.6280335685,73.3652663306,26.6347336694,1137697.53295898,13699.2963763969
381,8206,Victory Road Park,Commonwealth of Massachusetts,A97,2,Dorchester,6.15465743, ,Open Space District,"Parkways, Reservations & Beaches",DCR, ,X,X, , ,0,0,268101.642822,3019.54856986, ,INFO_Reallocation From Dept,8206,3019.54856988,373,8206,2562,89941,119961,265046,55098,175059,33.9341095508,45.2604453567,66.0485349713,20.7880896146,373,8206,265540,89941,119961,46126,494,0,46,8972,256522,9018,33.87097989,45.1762446336,17.370640958,0.186036002109,0,0.0173231904798,3.37877532575,96.6039014838,3.39609851623,268101.64453125,3019.54856985103
382,8207,Parkman Memorial,City of Boston,A97/GPOD,3,Jamaica Plain,6.70969084,Perkins Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X, , ,0,0,292279.331787,4863.35864672,228,PARK_Maintenance_Region 3,8207,4863.35864675,374,8207,0,200448,85133,292263,345,85478,68.5848020447,29.1289010241,29.2469453882,0.118044364151,374,8207,292263,200448,85133,0,0,0,6337,345,285581,6682,68.5848020447,29.1289010241,0,0,0,2.16825256704,0.118044364151,97.7137030688,2.28629693119,292279.328857422,4863.35864675875
383,8208,West Roxbury High School Marsh,City of Boston,WPA,6,West Roxbury,21.19909993, ,Institutional District,Urban Wilds & Natural Areas,NULL, ,N,X, , ,0,0,935902.918945,4677.88003537, ,INFO_Reallocation From Dept,8208,4677.8800353,375,8208,0,230199,38547,270075,1121,39668,85.235212441,14.2727020272,14.6877719152,0.415069887994,375,8208,935826,230199,38547,0,665751,0,208,1121,934497,1329,24.5984830513,4.1190349488,0,71.1404684204,0,0.0222263540444,0.119787225403,99.8579864206,0.142013579447,935902.918823242,4677.8800352779
384,8209,Mass Art Park,City of Boston, ,1,Fenway/Kenmore,0.15233822, ,Institutional District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,6977.02587891,399.207258384, ,INFO_Reallocation From Dept,8209,399.207258364,376,8209,0,6709,191,6975,71,262,96.1863799283,2.73835125448,3.75627240143,1.01792114695,376,8209,6975,6709,191,0,0,4,0,71,6900,75,96.1863799283,2.73835125448,0,0,0.0573476702509,0,1.01792114695,98.9247311828,1.0752688172,6977.02563476563,399.207258361243
385,8210,West Roxbury Parkway,Commonwealth of Massachusetts, ,2,West Roxbury,31.76, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR, ,X,X, , ,0,0,1378840.49072,36054.5992582, ,INFO_Reallocation From Dept,8210,36054.5992581,377,8210,119,844080,316043,1319702,36242,352285,63.9598939761,23.9480579707,26.6942840126,2.74622604194,377,8210,1319702,844080,316043,0,0,0,123337,36242,1160123,159579,63.9598939761,23.9480579707,0,0,0,9.34582201133,2.74622604194,87.9079519467,12.0920480533,1378840.48388672,36054.5992581033
386,8211,Florida Street Reservation,City of Boston,A97,1,Dorchester,0.06797031, ,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X, ,BPRD,0,0,2960.83984375,1034.55225686,339,INFO_Reallocation From Dept,8211,1034.55225685,378,8211,1,1153,711,2964,868,1579,38.9001349528,23.987854251,53.2726045884,29.2847503374,378,8211,2964,1153,711,0,0,0,232,868,1864,1100,38.9001349528,23.987854251,0,0,0,7.82726045884,29.2847503374,62.8879892038,37.1120107962,2960.83813476563,1034.55225682958
