FID,STREET_NAM,ROADINVENT,FUNCTIONAL,JURISDICTI,Divided,InstallDat,ExisFacil,Shape_Leng,Shape__Length
1856,Huntington Avenue,5595100,3,2,1,2012,SLM,311.390094532,311.390094528737
1857,Huntington Avenue,5978300,3,2,1,2012,SLM,198.049113854,198.04911385638
1858,Massachusetts Avenue,5308600,3,2,0,2016,SBLBL,52.3181437568,52.318143756794
1859,Commonwealth Avenue,6241700,3,2,1,2010,BFBL,325.633420473,325.633420473598
1860,Hereford Street,5269500,5,2,0,2013,BL,46.3888899328,46.388889932802
1861,Massachusetts Avenue,5625100,3,1,0,2008,SBL,303.131323792,303.131323794509
1862,Ballou Avenue,4927200,0,2,0,2015,SLM,47.9359972386,47.9359972491023
1863,Norfolk Street,4911300,5,2,0,2017,BL,94.4409652199,94.4409652239889
1864,Talbot Avenue,4822100,5,2,0,2010,BL,112.53814822,112.538148220112
1865,Blue Hill Avenue,6240400,5,2,1,2010,BL,56.7448939296,56.744893933981
1866,Blue Hill Avenue,6240700,5,2,1,2010,BL,22.0636459723,22.0636459690748
1867,Blue Hill Avenue,5847200,5,2,1,2010,BL,122.739459672,122.739459672034
1868,Columbia Road,5282200,5,2,1,2010,BL,123.778039151,123.778039145493
1869,Columbia Road,5776600,5,2,1,2010,BL,199.27478138,199.274781387048
1870,Warren Street,5743200,5,2,0,2010,SLM,19.2465332459,19.2465332505501
1871,Warren Street,4712400,5,2,0,2010,SLM,75.2751340266,75.2751340229546
1872,Warren Street,5743400,5,2,0,2010,SLM,61.1271889301,61.1271889324751
1873,Blue Hill Avenue,5754600,5,2,1,2012,SLM,18.812879334,18.8128793339607
1874,Warren Street,5754500,5,2,0,2012,SLM,11.8061670965,11.8061670898537
1875,Warren Street,5851900,5,2,0,2010,SLM,47.3634954585,47.363495459706
1876,Warren Street,5301400,5,2,0,2011,SLM,87.3653996291,87.365399631189
1877,Warren Street,6263700,5,2,1,2011,SLM,108.28905002,108.289050021131
1878,Washington Street,5394000,3,2,0,2011,SLM,66.6419153047,66.6419153035219
1879,Warren Street,5839100,5,2,0,2012,BL,92.555434751,92.5554347464195
1880,Washington Street,5271700,3,2,0,2011,SLM,27.5204409034,27.5204409062441
1881,Washington Street,6245200,3,2,1,2011,SLM,73.3723773368,73.3723773344367
1882,Washington Street,5271800,3,2,1,2011,SLM,69.975690197,69.9756901899432
1883,Columbus Avenue,5194600,3,2,0,2018,SBL,53.702814619,53.7028146245817
1884,Columbus Avenue,4557000,3,2,0,2018,SBL,54.2618677916,54.2618677972471
1885,Columbus Avenue,4545500,3,2,0,2009,BL,70.9540749337,70.9540749281502
1886,Massachusetts Avenue,6245800,3,2,1,2011,BL,77.7899457199,77.7899457314943
1887,Belvidere Street,5661700,5,2,0,2013,BLSL,94.6216793481,94.6216979423877
1888,Commonwealth Avenue,4490400,3,2,1,2010,BL,187.667900126,187.667900126265
1889,Norfolk Street,5574200,5,2,0,2017,BL,44.3461663106,44.3461663072876
1890,New England Avenue,5574400,0,2,0, ,SLMTC,163.349633727,163.349633726739
1891,Washington Street,5300400,3,2,0,2011,SLM,143.550586468,143.550586465548
1892,Massachusetts Avenue,46806500,3,2,1,2011,BL,168.00324033,168.0032403225
1893,Massachusetts Avenue,5273400,3,2,1,2011,BL,129.55548623,129.555486232806
1894,Washington Street,4555600,3,2,0,2011,SLM,73.5810593872,73.5810593845376
1895,Columbus Avenue,4530100,3,2,0,2009,BL,81.623138603,81.6231386059748
1896,Columbus Avenue,4519000,3,2,0,2010,SLM,210.273408006,210.273408008674
1897,Huntington Avenue,6262300,3,2,1,2015,SLM,214.784832525,214.784832523175
1898,Stuart Street,5840800,3,2,0,2017,BL,94.449196176,94.4491961692105
1899,Sullivan Square,5699400,3,2,0,2014,BFBL,59.7085927267,59.7085927217436
1900,Main Street,4393800,5,2,1,2020,SBL,89.3347793738,89.3347793757309
1901,Alford Street,6243400,3,2,1,2016,BL,151.084329657,151.084329653066
1902,Columbia Road,5733200,5,2,1,2010,BL,208.171937313,208.171937312549
1903,Columbia Road,5733400,5,2,1,2010,BL,234.484888133,234.484888135488
1904,Columbia Road,6254600,5,2,1,2010,SLM,30.5326573877,30.5326573901856
1905,Albany Street,5752200,5,2,0,2012,SLM,103.247170612,103.247180388072
1906,Albany Street,5678000,5,2,0,2012,BL,93.3278858251,93.3278858279323
1907,Washington Street,5132700,3,2,0,2011,SLM,74.2848684092,74.2848684116195
1908,West Dedham Street,5715200,5,2,0,2011,BLSL,96.2218955414,96.2218955487456
1909,Malden Street,4552600,5,2,0,2011,SLM,252.465232006,252.465232013961
1910,Washington Street,4541200,3,2,0,2011,SLM,78.2361459867,78.2361459783246
1911,Milton Avenue,5243800,6,2,0,2021,SLMTC,18.0868327478,18.0868327478329
1912,Milton Avenue,4961300,6,2,0,2021,SLMTC,74.6776051602,74.6776051637638
1913,Norwell Street,4824800,0,2,0,2020,SLMTC,210.819709682,210.81970968928
1914,Norwell Street,4831800,0,2,0,2020,SLMTC,99.1883869899,99.1883869843879
1915,Norwell Street,5272900,0,2,0,2021,SLMTC,221.163629859,221.163629854802
1916,Washington Street,5724500,5,2,0, ,SLM,56.8918530875,56.8918530904494
1917,Washington Street,4958900,5,2,0, ,SLM,87.9641701605,87.9641701608673
1918,Washington Street,5725000,5,2,0, ,SLM,85.7464962459,85.746496249963
1919,Washington Street,4851800,5,2,0, ,SLM,39.4350492498,39.4350492483436
1920,Charles Street,5649700,3,2,0,2020,SBL,79.0320083095,79.0320083134797
1921,Main Street,4412500,5,2,0,2011,BL,45.5736378961,45.5736379019574
1922,Main Street,5760000,5,2,0,2011,BL,54.1416074212,54.141607422982
1923,Main Street,5759800,5,2,0,2011,SLM,27.1905032248,27.19050322263
1924,Main Street,5173100,5,2,0,2011,BL,41.0224149099,41.0224149024717
1925,Main Street,4405200,5,2,0,2011,BL,65.7008311112,65.7008311185223
1926,Dorchester Avenue,4918800,3,2,0,2010,SLM,88.7465694319,88.7465694332799
1927,Ashmont Street,5836400,5,2,0,2013,SLM,55.8470423585,55.8470423656763
1928,Ashmont Street,4886400,5,2,0,2013,SLM,157.278985243,157.278985244048
1929,Dorchester Avenue,5152600,3,2,0,2011,SLM,47.6983323431,47.6983323357815
1930,Dorchester Avenue,5607100,3,2,0,2011,SLM,129.615572716,129.615572715954
1931,Geneva Avenue,4780800,5,2,0,2016,SLM,42.969151545,42.9691515390997
1932,Geneva Avenue,5687100,5,2,0,2016,SLM,32.6800645186,32.6800645207759
1933,Dorchester Avenue,4649900,3,2,0,2011,BL,101.196231027,101.196231031194
1934,Dorchester Avenue,5628000,3,2,0,2011,BL,61.2320487347,61.2320487350192
1935,Dorchester Avenue,5772400,3,2,0,2011,SLM,51.4197562151,51.4197562113924
1936,Columbia Road,6254700,5,2,1,2010,SLM,41.7073074495,41.7073074473398
1937,Columbia Road,6242600,5,2,1,2010,BL,94.0334821381,94.0334821294898
1938,Albany Street,45241100,5,2,0,2012,BLSL,53.4257335008,53.425733497724
1939,High Street,5647900,5,2,0,2011,BL,79.2539991633,79.2539991695418
1940,Oliver Street,5451400,0,2,0,2011,SLM,38.3062250985,38.3062251025833
1941,D Street Extension,45264000,3,2,1,2013,SLM,89.3000945173,89.300094514495
1942,Adams Street,4957500,5,2,0,2017,BFBL,68.8839101531,68.8839101586139
1943,Neponset Avenue,4793900,5,2,0,2012,BL,69.5440206862,69.5440206894102
1944,Neponset Avenue,4798400,5,2,0,2012,BL,93.4502870842,93.4502870813729
1945,Adams Street,5629700,5,2,0,2013,SLM,78.8266620102,78.8266620056656
1946,Adams Street,4782200,5,2,0,2013,SLM,95.2375671326,95.2375671372264
1947,Dorchester Avenue,4763900,3,2,0,2011,SLM,69.0959768621,69.0959768620969
1948,Dorchester Avenue,4750500,3,2,0,2011,SLM,81.0465275749,81.0465275722941
1949,Dorchester Avenue,4744700,3,2,0,2011,SLM,62.587531345,62.5875313449847
1950,Freeport Street,5180100,3,2,0,2013,BL,53.7678015319,53.7678015307748
1951,Dorchester Avenue,5128300,3,2,0,2011,BL,23.4917755162,23.4917755219453
1952,Dorchester Avenue,5709900,3,2,0,2011,BL,47.8490083924,47.8490083961686
1953,Dorchester Avenue,4689400,3,2,0,2011,BL,55.7522139778,55.7522139736136
1954,D Street,4578900,5,2,0,2013,BLSL,34.4343780682,34.4343780758637
1955,Dorchester Avenue,5627102,3,2,0,2011,SLM,12.2866666891,12.2866666853629
1956,Kneeland Street,4499900,3,2,0,2017,BL,54.7869828764,54.7869828743797
1957,Otis Street,5432000,5,2,0,2012,SLM,125.225514597,125.225514590897
1958,Devonshire Street,5524100,5,2,0,2012,SLM,27.5285330603,27.5285330566056
1959,Devonshire Street,4462300,5,2,0,2012,SLM,143.947304279,143.947304282219
1960,Essex Street,4483800,5,2,0,2012,SLM,76.5614008094,76.5614008080848
1961,Devonshire Street,5648600,5,2,0,2012,SLM,12.5157999955,12.5157999992371
1962,Franklin Street,5512300,5,2,0,2011,BL,74.9033899529,74.9033899520984
1963,Kilby Street,5461200,0,2,0,2011,SLM,21.0158489633,21.0158151181466
1964,Water Street,5461400,0,2,0,2011,SLM,29.2720066059,29.2720273174492
1965,Franklin Street,5237500,5,2,0,2011,BL,80.613745651,80.6137456571871
1966,North Washington Street,5621500,3,2,1,2014,SLM,84.3507624991,84.350762499277
1967,Salem Street,5242700,0,2,0,2013,SLM,47.2459419506,47.2459419441235
1968,Cross Street,45229700,3,2,0,2014,BL,97.3882029147,97.3882029146958
1969,John F. Fitzgerald Surface Road,45229400,3,2,0,2014,SLM,143.539293682,143.539293681741
1970,Commercial Street,5640700,5,2,0,2017,SBL,62.5341362595,62.5341672183971
1971,First Avenue,5995900,0,8,0,0,SUP,87.5345893948,87.5345893948467
1972,First Avenue,5996800,0,8,0,0,SUP,81.6509234287,81.650923429056
1973,Ashmont Street,4861800,5,2,0,2013,SLM,74.365130699,74.3651307059783
1974,Neponset Avenue,4830600,5,2,0,2012,BLSL,137.6998133,137.699813297349
1975,Neponset Avenue,5205800,5,2,0,2012,BL,17.7334192716,17.733419274625
1976,Freeport Street,5488703,3,2,0,2013,SLM,84.0148528663,84.0148528634831
1977,Columbia Road,5173600,3,1,1,2016,BFBL,27.3669078522,27.366907851889
1978,Old Colony Avenue,5203400,3,3,1,2016,BFBL,148.606702495,148.606702495366
1979,Charles Street,5649800,3,2,0,2020,SBL,51.5411279151,51.5411279114062
1980,Charles Street South,4485900,3,2,0,2020,CFSBL,77.4924269301,77.4924269337031
1981,Cambridge Street,6236300,3,2,1,2022,SBL,102.020615264,102.02061527837
1982,Tremont Street,5294100,3,2,0,2020,SBL,55.1845729004,55.1845728984353
1983,Washington Street,5625900,3,2,0, ,SLM,82.7267265152,82.7267265202038
1984,Washington Street,5172100,3,2,0, ,SLM,76.4678150777,76.4678150761927
1985,Washington Street,5812600,3,2,0,2020,SBL,65.8003741142,65.8003741145822
1986,Washington Street,5812700,3,2,0,2020,SBL,36.0437159443,36.043715938302
1987,Tremont Street,4458300,3,2,0,2020,SBL,36.6947211536,36.6947211564866
1988,Tremont Street,5307100,3,2,0,2020,SBL,26.921630191,26.921630183558
1989,Bromfield Street,5409500,5,2,0, ,PED,71.6494997581,71.6494997535658
1990,Beach Street,5347100,0,2,0, ,SLM,59.0653162175,59.0653162187248
1991,Beach Street,5651600,0,2,0, ,SLM,46.9590848021,46.9590848081881
1992,Court Street,5377100,3,2,0,2020,SBL,46.1779341337,46.1779341323366
1993,State Street,5330400,3,2,0,2020,SBL,54.8439068224,54.8439068218014
1994,D Street,4553400,5,2,0,2013,SLM,59.0418020915,59.0418020838403
1995,D Street,4551900,5,2,0,2013,SLM,57.8741012891,57.8741012874198
1996,D Street,4548700,5,2,0,2013,SLM,38.013801239,38.0138012341615
1997,A Street,5139200,5,2,0,2013,BLSL,58.453266853,58.4532668538342
1998,A Street,5717900,5,2,0,2013,SLM,24.8204179924,24.8204179891781
1999,John F. Fitzgerald Surface Road,45230000,3,2,0,2011,BL,63.4041298044,63.4041298096389
2000,Milk Street,5441000,5,2,0,2011,SLM,92.5438176421,92.5438176338953
2001,Atlantic Avenue,45276500,3,2,0,2011,BFBL,70.9215414288,70.9215414304888
2002,Atlantic Avenue,45231600,3,2,0,2011,BL,122.755441637,122.755441642276
2003,Commercial Street,5149600,5,2,0,2017,SBL,22.8910909378,22.8910909382265
2004,Neponset Avenue,4887000,5,2,0,2012,BL,78.3845669627,78.3845669644657
2005,Maverick Street,5157100,5,2,0,2015,BL,43.3315195316,43.3315195295963
2006,Maverick Street,4426400,5,2,0,2015,BL,65.3045641159,65.3045641122411
2007,Maverick Street,4426800,5,2,0,2015,BL,64.0580541118,64.0580541071565
2008,Maverick Street,5621701,5,1,0,2015,BL,12.5294232021,12.5294231926919
2009,Maverick Street,5640000,5,2,0,2015,BL,71.6471911982,71.6471911982354
2010,Saratoga Street,4393900,5,2,0,2012,BLSL,134.029196503,134.029196503316
2011,American Legion Highway,6278900,5,2,1,2020,SBL,905.258150609,905.258150601314
2012,Faneuil Street,4483900,6,2,0,2017,SLM,44.2797487719,44.279748757653
2013,Maverick Street,4427900,5,2,0,2015,BL,65.233825776,65.2338257740846
2014,Meridian Street,5228800,5,2,0,2013,BLSL,94.6088977154,94.6088977154247
2015,Meridian Street,5707500,5,2,0,2013,BLSL,104.923749774,104.923749770181
2016,Meridian Street,5707401,5,2,0,2013,BLSL,25.6963633251,25.6963633325739
2017,Chelsea Street,4427100,5,2,0,2010,BL,76.9143118961,76.9143118942663
2018,Meridian Street,4397200,3,2,0,2013,BLSL,65.751934734,65.7519347302461
2019,Meridian Street,4402700,3,2,0,2013,BLSL,40.3146200815,40.3146200852639
2020,Meridian Street,4407400,3,2,0,2013,BLSL,125.283292414,125.283292413662
2021,Bennington Street,5823500,5,2,1,2008,SLM,27.3473234977,27.3473235044026
2022,Veterans Of Foreign Wars Parkway,5214700,2,3,1,2013,BL,21.7175141349,21.7175141295552
2023,Veterans Of Foreign Wars Parkway,6271700,2,3,1,2013,BL,222.864281413,222.864281411222
2024,Baker Street,5129100,6,2,0,2014,BL,158.250667972,158.250667970197
2025,Commonwealth Avenue,6227800,3,2,1,2013,BL,71.1842750651,71.1842750725489
2026,Washington Street,5357600,3,2,0,2010,BL,23.6617896931,23.661789708073
2027,Lake Street,4511800,6,2,0,2011,BL,165.402873317,165.402873310599
2028,Faneuil Street,4482800,6,2,0,2017,SLM,73.012170748,73.0121707481024
2029,Veterans Of Foreign Wars Parkway,6218200,2,3,1,2013,SLM,83.4812992601,83.4812992601346
2030,Veterans Of Foreign Wars Parkway,4830700,2,3,1,2013,BL,76.7989913062,76.7989913145025
2031,Commonwealth Avenue,4550500,3,2,1,2013,SLM,50.8245132511,50.8245132379899
2032,Lake Street,4523700,6,2,0,2011,BL,103.989063499,103.989063498454
2033,Washington Street,5819300,3,2,0,2010,BL,71.4012596854,71.4012596827089
2034,Washington Street,5819400,3,2,0,2010,BL,186.457314411,186.45731441893
2035,Summer Street,5842800,3,2,0,2019,SBL,159.389736998,159.389737006358
2036,Neponset Avenue,6316000,3,3,1, ,SUP,277.407126644,277.40712664321
2037, ,5897700,0, ,0,2019,BL,118.12332574,118.123325742125
2038, ,5898500,0, ,0,2019,BL,113.514566296,113.514605751209
2039,Faneuil Street,4467100,6,2,0,2017,SLM,83.4138037975,83.4138038014209
2040,Antwerp St,5936600,0, ,0,2014,BL,167.390822664,167.390848224247
2041,Commonwealth Avenue Frontage Road Eb,5108400,0,2,1,2013,SLM,163.674602786,163.674602787734
2042,Chestnut Hill Avenue,5125800,5,2,0,2013,BL,17.5966106247,17.5966106176918
2043,Chestnut Hill Avenue,5761500,5,2,0,2013,BLSL,75.6049656349,75.6049656446264
2044,Chestnut Hill Avenue,4525100,5,2,0,2013,BL,61.7572471132,61.7572471139908
2045,Chestnut Hill Avenue,5761600,5,2,0,2013,BL,59.9893606006,59.9893605914414
2046,Faneuil Street,5291000,6,2,0,2017,SLM,226.040842434,226.040842425898
2047,Market Street,4472200,5,2,0,2013,BL,36.9750874325,36.9750874290586
2048,Market Street,5273800,5,2,0,2013,BL,51.6157610931,51.6157610932444
2049,Market Street,4466400,5,2,0,2013,BLSL,28.2234384419,28.2234384418738
2050,Centre Street,4877800,5,2,0,2010,BL,51.766568613,51.7665686113638
2051,Commonwealth Avenue Frontage Road Wb,5789000,0,2,1,2013,BL,17.4387448742,17.438744866914
2052,Commonwealth Avenue Frontage Road Wb,5310000,0,2,1,2013,BL,248.329412639,248.3294126345
2053,Market Street,5442700,5,2,0,2013,SLM,85.6861345944,85.6861345879222
2054,Cambridge Street,5193300,3,2,0,2010,BL,90.4111015632,90.4111015545451
2055,Centre Street,4838200,5,2,0,2019,BFBL,72.8375335477,72.8375335448919
2056,Cambridge Street,5193500,3,2,0,2010,BL,57.1673581515,57.1673581463765
2057,Cummins Highway,5154700,3,2,0,2012,BL,46.6059355851,46.6059355986668
2058,Washington Street,5705400,3,2,0,2009,BL-PEAKBUS,73.575667173,73.5756671713504
2059,Centre Street,5822200,5,2,1,2010,BL,279.487992497,279.487992505117
2060,Centre Street,6238400,2,3,1,2011,BL,147.728744863,147.728744861563
2061,Cambridge Street,4470700,3,2,0,2015,BLSL,27.5488324167,27.5488324232185
2062,Brighton Avenue,5261900,3,2,1,2019,SLM,32.8223991679,32.8223991678949
2063,Cambridge Street,4464400,3,2,0,2015,SLM,48.602202954,48.6022029475913
2064,Harvard Avenue,5842200,3,2,0,2010,BLSL,17.0882301244,17.0882301258147
2065,Brighton Avenue,6256100,3,2,1,2013,SLM,161.856726769,161.856726769722
2066,Franklin Street,4450800,0,2,0,2010,SLM,43.1441430495,43.1441430494743
2067,Franklin Street,4456700,0,2,0,2010,SLM,82.0378197681,82.0378197660098
2068,Cambridge Street,5104400,3,2,0,2022,SBLBL,76.5009820179,76.5009820197027
2069,Western Avenue,5638800,5,2,0,2015,BLSL,77.8753304363,77.8753304438328
2070,Cummins Highway,5311400,3,2,0,2012,BL,75.4964221656,75.4964221744258
2071,Centre Street,5115900,2,3,1,2011,BL,260.604352102,260.604352097479
2072,Centre Street,5686200,2,3,1,2011,BL,100.824806061,100.824806060828
2073,Centre Street,4737700,5,2,0,2011,SLM,54.6939524761,54.6939524688345
2074,Centre Street,4737800,5,2,0,2011,SLM,39.6335235797,39.6335235861619
2075,Walk Hill Street,5168400,5,2,0,2015,BL,54.370646166,54.3706461632683
2076,Centre Street,5686300,2,3,1,2011,BL,270.095883535,270.09588353684
2077,Perkins Street,5150200,5,3,1,2008,BL,134.128175423,134.128175417681
2078,Brighton Avenue,5247100,3,2,1,2019,SLM,74.2691017357,74.2691017430377
2079,Western Avenue,5151700,5,2,0,2021,SBL,154.444063941,154.444063948414
2080,North Harvard Street,5638700,5,2,0,2009,BL,132.977023026,132.977023031595
2081,North Harvard Street,5860400,5,2,0,2009,BL,31.3308936475,31.330893640035
2082,Washington Street,5530900,3,2,1,2016,BFBL,39.7317677528,39.7317677555274
2083,Washington Street,5531000,3,2,1,2016,BFBL,18.2155711498,18.2155711498489
2084,Washington Street,5857700,3,2,0,2016,BFBL,62.0929294469,62.0929294468791
2085,Mount Hope Street,4915500,0,2,0,2021,CFBL,71.1942820185,71.1942820180536
2086,American Legion Highway,5701000,5,2,1,2009,SLM,82.9417315342,82.9417315334464
2087,Centre Street,6235400,2,3,1,2011,BL,6.33711389556,6.33711389209675
2088,South Street,5167100,5,2,0,2010,SLM,44.8103368785,44.8103368742077
2089,South Street,4739200,5,2,0,2010,BL,91.4905319174,91.4905319247806
2090,Centre Street,4706200,5,2,0,2010,SLM,22.5002216277,22.500221635192
2091,Perkins Street,5849700,5,2,0,2010,SLM,62.5216350987,62.5216350839711
2092,Perkins Street,4647700,5,2,0,2010,SLM,90.0260029717,90.0260029725874
2093,Chestnut Street,5333300,5,3,1,2007,BL,26.1958190192,26.1958190154635
2094,Commonwealth Avenue,6275700,3,2,1,2019,SBL,107.706106583,107.706106581945
2095,Commonwealth Avenue,6305800,3,2,1,2019,SBL,22.8096246575,22.8096246483131
2096,Cambridge Street,6265100,3,2,1,2018,SBL,45.3739720602,45.3739720530483
2097,American Legion Highway,6291400,5,2,1,2009,SLM,47.6165380692,47.6165380729234
2098,American Legion Highway,6222600,5,2,1,2020,SBL,560.578979289,560.578979289555
2099,Walk Hill Street,4802100,5,2,0,2014,SLM,81.830455231,81.8304552369301
2100,Washington Street,5705600,3,2,0,2018,SBLBL,166.957765145,166.957748143918
2101,Walk Hill Street,5690400,5,2,0,2014,SLM,149.769587936,149.769587928771
2102,Washington Street,4776200,3,2,0,2018,SBL,48.8430622722,48.8430622751178
2103,South Street,5735900,5,2,0,2010,SLM,78.3386840568,78.3386840535014
2104,American Legion Highway,5120400,5,2,1,2020,SBL,236.782296212,236.782296212979
2105,Beacon Street,5457700,3,2,0,2010,BL,186.310539057,186.310539050471
2106,Beacon Street,5113600,3,3,0,2019,BFBL,25.2212074883,25.2212326840861
2107,Arborway,5763600,0,3,1,2018,SBL,24.1335164608,24.1335164583281
2108,Williams Street,5185800,0,2,0,2017,SLMTC,134.250899726,134.250899724196
2109,Washington Street,4647500,3,2,0,2016,SLM,43.6155019703,43.6155019757783
2110,Centre Street,6288800,5,2,1,2010,SLM,36.1508956931,36.1508956940548
2111,Perkins Street,5827800,5,2,1,2010,SLM,33.8763636707,33.8763636775928
2112,Centre Street,4638600,5,2,0,2010,BLSL,56.4202634978,56.4202635051515
2113,Brookline Avenue,4570700,2,2,0,2013,SLM,22.4941436841,22.4941436841188
2114,Huntington Avenue,5745500,3,2,0,2013,SLM,68.2092114724,68.2092114723744
2115,Brookline Avenue,4566900,2,2,0,2013,BLSL,135.610215766,135.610215761043
2116,Brookline Avenue,5674900,2,2,0,2013,BLSL,69.2504880898,69.2504880944627
2117,Longwood Avenue,4553900,5,2,0,2015,BLSL,105.923496149,105.923496151462
2118,Brookline Avenue,6298300,2,2,0,2013,SBL,66.9387480238,66.9387480238159
2119,Longwood Avenue,5196900,5,2,0,2015,BLSL,56.5578311141,56.5578311128783
2120,Commonwealth Avenue,5176600,3,2,1,2008,BL,42.3675434683,42.3675434614006
2121,Park Drive,5655500,2,2,0,2015,BL,60.0081836895,60.0081836921578
2122,Beacon Street,5612700,3,2,1,2018,BFBL,84.0120645102,84.0120645101981
2123,River Street,5858201,5,2,0,2013,SLM,63.9415627574,63.9415627576353
2124,River Street,5048800,5,2,0,2013,SLM,55.6837348334,55.6837348311988
2125,Tremont Street,4588100,5,2,0,2015,SLM,61.8437566796,61.8437566763916
